货到付款	亲好，如果您想货到付款购买商品，联系在线<a href="http://chat5.gome.com.cn/live800/chatClient/chatbox.jsp?companyID=3&customerID=3&info=userId%3D42562675198%26loginname%3D960557418_n%26grade%3D5%26name%3D960557418_n%26memo%3D%26hashCode%3Dff4c73425522d7f34fa1fb578cc16d20%26timestamp%3D1483423376172&page=0&enterurl=http://help.gome.com.cn/question/9.html?intcmp=sy-public01023&areaCode=11010500%257C%25E5%258C%2597%25E4%25BA%25AC%25E5%25B8%2582%25E6%25B5%25B7%25E6%25B7%2580%25E5%258C%25BA%25E6%259B%2599%25E5%2585%2589%25E8%25A1%2597%25E9%2581%2593%257C11010000%257C11000000%257C110105025&shopname=%25E5%259C%25A8%25E7%25BA%25BF%25E5%25AE%25A2%25E6%259C%258D&back=1&fromChaterInfoBox=1&skillId=162&subject=%E5%9C%A8%E7%BA%BF%E5%92%A8%E8%AF%A2"><strong><span>人工客服</span></strong></a>####帮您提交订单哦
Apple（苹果）品牌商品换货政策说明	<p>1、依据Apple公司现行换货流程，目前苹果商品（Apple Watch商品除外）故障机均以换代修，如客户在三包期内出现性能故障需办理换货，可联系当地苹果厂家售后出检，厂家确认存在性能故障，则返厂更换新机头（目前仅支持更换机头，且新机头需当场在苹果售后激活）；<br/>2、如当地无苹果售后，可联系我司代检，代检确认存在性能故障，则返厂换新机头（目前仅支持更换机头，且新机头需当场在苹果售后激活），更换完毕后我司将原商品包装箱及附件统一寄回。<br/>3、返厂换机时间：15-45天。</p>
彩电品类退换货细则	<p>如需查看具体细则，请<a href="http://help.gome.com.cn/question/5510.html"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>哦~</p>
冰洗品类退换货细则	<p>如需查看具体细则，请<a href="http://help.gome.com.cn/question/5511.html"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>哦~</p>
空调品类退换货细则	<p>如需查看具体细则，请<a href="http://help.gome.com.cn/question/5512.html"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>哦~</p>
厨卫品类退换货细则	<p>如需查看具体细则，请<a href="http://help.gome.com.cn/question/5513.html"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>哦~</p>
生活品类退换货细则	<p>如需查看具体细则，请<a href="http://help.gome.com.cn/question/5514.html"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>哦~</p>
电脑品类退换货细则	<p>如需查看具体细则，请<a href="http://help.gome.com.cn/question/5515.html"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>哦~</p>
手机品类退换货细则	<p>如需查看具体细则，请<a href="http://help.gome.com.cn/question/5516.html"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>哦~</p>
数码品类退换货细则	<p>如需查看具体细则，请<a href="http://help.gome.com.cn/question/5517.html"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>哦~</p>
配件品类退换货细则	<p>如需查看具体细则，请<a href="http://help.gome.com.cn/question/5518.html"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>哦~</p>
钟表、珠宝类退换货细则	<p>如需查看具体细则，请<a href="http://help.gome.com.cn/question/5520.html"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>哦~</p>
所在区域不支持上门取件怎么办？	不支持取件服务区域需客户自行邮寄，需客户承担运费，如收到商品破损将无法办理退货，商品将做拒收或到付寄回。
退换无忧	<p>购买带有“30天价保、30/180退换无忧”标识的商品，可享受30天质量问题退货及180天质量问题只换不修特色服务，换货完成后新商品不再享受该特色服务；如购买的商品不带此标识将无法享受此服务。</p>####<p>如需查看具体内容，请<a href="http://help.gome.com.cn/question/5509.html"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>哦~</p>
退换货商品邮寄到哪里？	<p>如需查看具体操作图示，请<a href="http://help.gome.com.cn/question/5495.html"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>哦~</p>
汽车用品类退换货细则	如需查看具体细则，请<a href="http://help.gome.com.cn/question/5521.html"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>哦~
家居、家纺、五金品类退换货细则	<p>如需查看具体细则，请<a href="http://help.gome.com.cn/question/5522.html"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>哦~</p>
个护化妆品类退换货细则	<p>如需查看具体细则，请<a href="http://help.gome.com.cn/question/5523.html"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>哦~</p>
户外、体育、医疗、成人用品类退换货细则	<p>如需查看具体细则，请<a href="http://help.gome.com.cn/question/5524.html"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>哦~</p>
服装鞋帽品类退换货细则	<p>如需查看具体细则，请<a href="http://help.gome.com.cn/question/5527.html"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>哦~</p>
母婴、玩具类退换货细则	<p>如需查看具体细则，请<a href="http://help.gome.com.cn/question/5526.html"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>哦~</p>
礼品、箱包类退换货细则	<p>如需查看具体细则，请<a href="http://help.gome.com.cn/question/5519.html"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>哦~</p>
酒水、食品类退换货细则	<p>如需查看具体细则，请<a href="http://help.gome.com.cn/question/5525.html"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>哦~</p>
国美在线自营上门取件收费标准及收费方式	如需查看具体费用情况，请<a href="http://help.gome.com.cn/question/5506.html"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>哦~
第三方卖家商品退换货流程	<p> 当您购买的商品需要办理退换货时，请<a href="http://myhome.gome.com.cn/member/myReturnGoodList"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>提交退换货申请，卖家会根据退换货政策在24小时内为您审核。</p>####<p>如需查看具体操作图示，请<a href="http://help.gome.com.cn/question/5528.html"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>哦~</p>
第三方卖家商品退换货审核时间	<p>第三方卖家商品订单取消处理周期为：自订单取消申请提交后，商家将在24小时内审核</p>####<p>如需查看具体内容，请<a href="http://help.gome.com.cn/question/5529.html"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>哦~</p>
第三方卖家商品，哪些情况下不予办理退换货？	<p>如需查看具体内容，请<a href="http://help.gome.com.cn/question/5530.html"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>哦~</p>
第三方卖家退换货温馨提示	<p>如需查看具体内容，请<a href="http://help.gome.com.cn/question/5531.html"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>哦~</p>
第三方卖家退换货总则	<p>国美在线承诺，自商品售出之日（以实际收货日期为准）起7日内可以退换货、15日内可以换货，用户可在线提交退换货申请。</p>####<p>如需查看具体标准，请<a href="http://help.gome.com.cn/question/5532.html"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>哦~</p>
第三方卖家的商品都支持无理由退货吗？	<p>如需查看具体内容，请<a href="http://help.gome.com.cn/question/5533.html"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>哦~</p>
第三方卖家退换货条件	如需查看具体条件，请<a href="http://help.gome.com.cn/question/5534.html"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>哦~ "
第三方卖家商品退换货是否需要检测报告？	部分品类的商品在退换货时需要提供相应的检测报告，商品品类包括：大家电、厨卫小家电、生活电器、电脑OA、手机数码、美妆个护、钟表首饰。
第三方卖家大家电退换货细则	<p>如需查看具体细则，请<a href="http://help.gome.com.cn/question/5536.html"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>哦~</p>
第三方卖家厨卫小电退换货细则	<p>如需查看具体细则，请<a href="http://help.gome.com.cn/question/5537.html"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>哦~</p>
第三方卖家生活电器退换货细则	如需查看具体细则，请<a href="http://help.gome.com.cn/question/5538.html"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>哦~"
第三方卖家电脑OA退换货细则	<p>如需查看具体细则，请<a href="http://help.gome.com.cn/question/5539.html"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>哦~</p>
第三方卖家手机数码退换货细则	<p>如需查看具体细则，请<a href="http://help.gome.com.cn/question/5540.html"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>哦~</p>
第三方卖家精品家纺退换货细则	<p>如需查看具体细则，请<a href="http://help.gome.com.cn/question/5541.html"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>哦~</p>
第三方卖家家装建材退换货细则	<p>如需查看具体细则，请<a href="http://help.gome.com.cn/question/5542.html"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>哦~</p>
第三方卖家运动户外退换货细则	<p>如需查看具体细则，请<a href="http://help.gome.com.cn/question/5543.html"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>哦~</p>
第三方卖家厨具餐具退换货细则	<p>如需查看具体细则，请<a href="http://help.gome.com.cn/question/5544.html"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>哦~</p>
第三方卖家服装箱包退换货细则	<p>如需查看具体细则，请<a href="http://help.gome.com.cn/question/5545.html"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>哦~</p>
第三方卖家美妆个护退换货细则	如需查看具体细则，请<a href="http://help.gome.com.cn/question/5546.html"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>哦~"
第三方卖家母婴玩具退换货细则	如需查看具体细则，请<a href="http://help.gome.com.cn/question/5547.html"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>哦~"
第三方卖家钟表首饰退换货细则	如需查看具体细则，请<a href="http://help.gome.com.cn/question/5548.html"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>哦~"
第三方卖家食品酒水退换货细则	<p>如需查看具体细则，请<a href="http://help.gome.com.cn/question/5549.html"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>哦~</p>
第三方卖家家具类退换货细则	如需查看具体细则，请<a href="http://help.gome.com.cn/question/5550.html"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>哦~
退款是退到那里？	退款会根据您的支付方式自动选择虚拟账户、原路返回两种退款方式。
退款流程	<p>当您已支付的订单，在成功操作订单取消、订单拒收返回我司库房、退货商品入库完成后会产生关联退款。退款会根据您的支付方式自动选择虚拟账户、原路返回两种退款方式。</p>
如何查看退款进度？	<p>如需查看具体操作图示，请<a href="http://help.gome.com.cn/question/5551.html"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>哦~</p>
什么情况下会退款到“虚拟账户（即个人账户）”？	<p>如需查看具体操作图示，请<a href="http://help.gome.com.cn/question/5554.html"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>哦~</p>
什么情况下会产生“原路返回退款”？	<p> 在线支付、手机端支付的订单，货款将退至您的付款账户中。在退款过程中您的银行卡出现冻结、注销等原因无法成功退款时，请<a href="http://chat5.gome.com.cn/live800/chatClient/chatbox.jsp?companyID=3&customerID=3&info=userId%3D42562675198%26loginname%3D960557418_n%26grade%3D5%26name%3D960557418_n%26memo%3D%26hashCode%3Dae236153492c725039bad57c570c5324%26timestamp%3D1483603337358&page=0&enterurl=http://www.gome.com.cn/&areaCode=11010500%257C%25E5%258C%2597%25E4%25BA%25AC%25E5%25B8%2582%25E6%25B5%25B7%25E6%25B7%2580%25E5%258C%25BA%25E6%259B%2599%25E5%2585%2589%25E8%25A1%2597%25E9%2581%2593%257C11010000%257C11000000%257C110105025&shopname=%25E5%259C%25A8%25E7%25BA%25BF%25E5%25AE%25A2%25E6%259C%258D&back=1&fromChaterInfoBox=1&skillId=173&subject=%E9%85%8D%E9%80%81%E5%B8%AE%E5%8A%A9"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>联系人工客服。</p>
地方性商业银行的退款周期是多久？	因各家银行退款周期不同，地方性商业银行的退款周期一般为5-25个工作日，具体的到账周期还需咨询您的发卡行。
微信支付退款时效	<p>1、如您使用微信余额支付，退款到账周期为审核通过后即时到账，最长不超过1个工作日；<br/>2、如您使用微信网银支付，退款到账周期为审核通过后1至3个工作日，具体到账日期可咨询微信客服电话：95017。</p>
退款处理周期是多久？	<p>如需查看具体内容，请<a href="http://help.gome.com.cn/question/5556.html"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>哦~</p>
快钱支付退款时效	如您使用快钱余额支付、快钱网银支付，退款到账周期为审核通过后3至5个工作日；具体到账日期可咨询快钱客服电话：400-615-5799 。
