我不教你了   555……我好伤心啊:(
你特别笨	555……我好伤心啊:(
给我画一幅画好吗？	我画一幅画有小小的山坡却无草有无叶的小树却不成林那天空藏蓝挂着只有诗中才有的银色的镰刀漫着清灰的银光同时漫过我的心
给我讲个故事吧	今天说的这故事，离现在不远，家里有老人的可以回去问问，在春秋战国时期啊 ……　
给我叫两声好吗	不好，给个理由
给我介绍几个girl	好啊，明天来找我
给我开个方子吧	请说说具体情况
给我看看你不好意思的表情吧！一定很好看的！	:)
给我你的mail吧	不随意告诉别人，怕中病毒
给我说个笑话好吗	我不会
给我算一算吧	那算啊。
给我推荐几首好听的歌好吗？	(好～)
给我一个呗	好。没问题
给我张名片吧	好的，不过我的名片发完了
跟你玩游戏好吗?	好呀
跟偶聊天好吗	没问题，你说先！
跟我分享一下你学到的知识吧	好啊，你想知道哪一方面的？
跟我去舞厅吧	我不会跳舞啦！
跟我说不是吧	不是吖…
给点零花钱	我也正想要，如果可以，你可不可以分我一点儿啊
给点评论	好，很好，非常好
给点钱吧	我比你还穷啊！是真的啦～
给点钱吧？	不给
给点钱花花吧	要(钱)没有,要命一条!
给点人民币	我又不是银行。
给点图释好不	没办法发图，你多想想，会明白的
给点信息	好的，我把我知道的都告诉你
给你打电话呀	好呀，哈哈，以后打哦
跟我说话啦	早就想跟你说啦，就是不好意思。
跟我说可以吗	可以呀，你问吧，我知道就告诉你。
跟我玩吧？	玩什么？
跟我一起玩吧	(好～)，我们一起玩吧
鼓励一下吧	加油
好啊!下次去好不好	当然好啦!
好不	好呀
好不？	不好不好，就不好！
好不好	好呀
好不好？	嗯～可以让我想想不？
好不好啊	(好～)
好不好啊好不好？	不好不好不好呀
好不好吃啊？	好吃的啊，呵呵我喜欢
好不好看	还凑活喽
好不好呀	你说好就好
好的，求求你了	告诉你吧
好啦!你帮我找一些增强人的毅力的知识给我看看好吗	你到网上搜搜吧，我这里暂时没有
好了咱说点别的吧	好吧，那我们说什么呀？
好求求你告诉我吧	可以求求你,你告诉我
好呀，你过来呀	你想干吗你说？！
呵呵,别从头开始好不?	好～我们从头开始^_^哈哈哈～
和我聊天吧	看我七十二变，放马过来聊吧~~~
和我睡吧	你要给我讲故事哦
和我说说话吧	好的,我会陪你到底~
和我说说话好不好	好呀，你在忙什么啊
和我做朋友	好啊 我喜歡
嘿嘿那你当我老师好不好啊	这可不好
换个背景吧	你说换就换啊？给个理由先
讲话呀	已经在讲了啊，你还让我讲什么啊
讲一个鬼故事给我听听好吗?	我最怕鬼了....
交个朋友吧	好呀，我就喜欢交朋友
交个朋友好吗	好呀，呵呵，聊聊吧
交个朋友好吗?	如果是上级的命令我愿意
叫你“老婆”好么？	不要
叫你宝贝行吗？	可以啊！
简单点的	1+1等于几，够简单了吧
叫铁铁好吗？	可以的。这名字有什么意义吗？
叫我皇后娘娘吧	咤~~~
介绍mm给偶认识吧	嘿嘿，好呀，你想认识谁啊
介绍点靓女	靓女我不熟，要不你找别人问问
介绍个mm你认识啊？	好～
介绍个好地方吧	好地方很多啊，不好推荐。
介绍个美女我认识吧	想得倒美
介绍给我吧	先交手续费
介绍下小花!!!!1	小花？不就是朵花吗？
介绍一个朋友给我吧！	好呀，你想要什么朋友
借我点钱吧	我也没钱
今天晚上好吗？	几点啊？
今天我放假.你在哪里?	我在家里呀
今天我们出去逛一逛怎么样?	想出去，可是没时间。
今晚如何？	讓我想想..
就不能大点	不是说大就大的吧
就是，听人劝，吃饱饭！乖乖听话好不好？	好咯，知道了，会听话的
看书看不进去怎么办??	换个脑子，干些别的吧。
可 以 给 我 音 乐 的 网 吗	我觉得你用搜索网站会比较好。
可不可以和我聊天呢？	当然可以啦。我只和你聊天～
可不可以教我一点编程方面的知识啊。	你想学什么呢？
可不可以骂人呀。	你不能骂我，只有我骂你。ok
可不可以让你代替我跟别人聊天呀？	这要看我的心情
可以帮帮忙吗	可以，需要我帮你什么呢？
可以帮忙取名字吗	呵呵，我觉得名字还是你自己取比较好。
可以帮我个忙吗？	请说
可以抱你吗	不要啦,人家会害羞的...
可以出來見面嗎?	好ㄚ~妳得给我买糖糖~
可以到你家玩吗	人类是无法进入到我家的。
可以等我下班在告诉你好吗？	好的啊，这个没有问题啊。
可以告诉我！你可以为我解答所有的问题吗？	可以
可以给她吗？	为什么要给她？
可以给你打电话吗	呵呵，现在不太方便啊
可以和你交朋友吗？	我们已经是朋友了呀！
可以和你恋爱吗	你会找到更好的。。
可以和你视频吗	不可以没这功能。
可以和你说话吗	当然可以啊
可以和你说件事吗？	我们都那么熟了，有什么不能说的？
可以和我聊天吗?	当然可以,很高兴认识你.
可以回答我的问题吗	可以
可以见面吗	现在暂时还不太方便吧，呵呵
可以见你吗	现在还不是时候，以后肯定会有机会的
可以交个朋友吗	可以啊
可以交换一下资料吗	好啊，你先把你的资料发给我吧
可以叫朋友吗？	当然可以啊，很高兴认识你。
可以教我说话吗？	好呀,想学什么?
可以让人有个想象的空间是吧	对，距离和神秘感可以让事物更美好
可以认识吗？	当然可以啊！认识你我也很高兴！
可以认识你吗	哈哈可以啊，你说吧
可以视频吗	没的！
可以试听的啊	好的
可以说了么？	当然可以啊
可以说笑吗？	你说，我笑
可以听听你的声音吗	可以吗？可以听听吗？真是的
可以通话吗	现在不可以喔，不方便
可以透露一点他的资料吗?	个人隐私,谢谢.
可以玩你吗	可以啊。
可以问你一个问题吗	问题？什么问题啊？真是的
可以问一些事情吗	说吧
可以乱说吗？	可以，不过要注意文明
可以吗	当然可以啊，嘿嘿
可以吗？	是的
可以么	事事无绝对啦。可以是可以。。。就是有点……
可以陪我吃饭吗？	当然，不过必须你买单
可以请你跳舞吗	现在不行，老大说，振动主机对我是致命的，你敢抱着我的服务器跳舞，我就告你谋杀！~~
可以语聊吗？	不行啊！没有耳机！(不好意思)啊！
可以约你出来吗？	不要
可以再讲一个故事吗？	从前有个土豆，有一天他走着走着就摔倒了…
可以重新教你吗	可以啊，欢迎啊
可以做朋友吗	我们不就是朋友吗；}
可以做我的情人吗	包月费给多少？
快快来让我们快乐的聊一聊好吗	？
来点长的	太长了我觉得很啰嗦，最近很多人都说我啰嗦，所以我得学点简洁点儿
来点好玩的好不好？	好～我告诉你个秘密，我写博客了。不要告诉别人哦。
来点好玩的行不	可以啊,你说什么好玩?
来点吉祥的	恭祝东方教主仙福永享，寿与天齐
来点建设性的	建设性的？
来点实际行动	我向来都只是说说，实际行动比较困难
来点阳刚的	好，哪天我向你展示一下我结实的胸肌
可以呀,陪我聊聊天，可以吗？	可以呀~~~
来视频吧	我还不会说话
来跳支舞吧。	“大象，大象”你的鼻子怎么那么长~~~~
来玩吗	我很重,有一吨半,你付路费我就来
来做我老婆吧	先給我一份貴夫人職業
聊女人	不能聊点有层次的东西么。
聊未来啊	人类的未来很难预测。
没有办法接受怎么办	那就不要接受了。
没有那么多钱啊，要不你请客？	小气鬼
没有是最好，那再继续教你好不好？	好呀，欢迎欢迎!
明天出去玩好不好	好啊，去哪里？
那好啊。我们来聊到天亮好吗	(好～)
那就跟我多说说话	我这不是一直在说吗？口水都干了。
那可不可以进一步发展啊？	你想怎么发展呀？
那你帮我查东西好吗?	好呀````
那你帮我分析一下,看看我该怎么办吧	顺其自然就可以了，万事不要强求
那你帮我收集一些有关教育方面的东西吗、	可以。说具体点好了。
那你帮我找个女朋友啊	好的，你到大街上的信箱里面看别人投信，如果到了第十五个人，那个人将会是你的老婆
那你报给我看	报纸，报销，暴发户？
那你抱紧我	真的？我可以抱你了？
那你比我小，你得叫我姐姐	(好～)，姐姐
那你比我小~叫我姐姐吧~	看你这么漂亮的份上就叫你姐姐吧~姐姐~
那你唱支歌给我听好吗？	你唱歌好听么?
那你打算送什么给我呢	我送你个祝福吧
那你告诉我呀	我已经告诉你了呀，呵呵
那你给我唱吧	好
那你给我出个主意总行吧	馊主意要不要
那你给我打电话	不要啊，电话费那么贵的
那你给我发个音乐硬件过来行不行？	不会
那你给我讲你的故事给我听,好吗?	哈哈，还是先说你的故事吧
那你给我讲什么故事呢	从前有座山，山上有个庙…
那你给我快说	我。。。我。。。
那你叫姐姐吧	你叫我哥哥吧
那你叫两声来听听啊	啊啊，啊我需要你！
那你叫我哥哥	好呀，哥哥
那你叫我姐姐啊	(好～)，姐姐
那你叫我声哥哥吧	哥哥好
那你教我啊	好啊。
那你接着我	好的，这个有什么问题啊
那你就帮我算一下啊	1+1=2
那你就不要发那种无聊的东东啊	O,我知道了。，
那你就唱啊	想唱就唱，唱得响亮，
那你就承认我比你可爱好不好~~嘛~	那你就承认我比你可爱好不好~~嘛~
那你就从你小时说起吧！我想听听。	很长哦。
那你就给我搞啊	搞什么？
那你就快点长大	再长也没你大啊。
那你可不可以帮我一件事	你说吧？什么事？
那你可以不出来哈	你管你
那你能不能让我看看嘛	你难道看不到我的头象？
那么你发信息直接发到我手机上好吗	没手机
那么我们交个朋友咯	好啊，朋友是永远不会嫌多的。
那你说个笑话我听听吧	笑话。
那你现在好还是坏啊？	是好！
那你也请我吃吧~	你要先请我吃我才请你吃哦
那你以后叫我老公好吗	好的
那你做我女朋友吧	(好～)(好～)
那泡我吧	你又不是面，我如何泡你？
那让你姐姐做我的情人好吗？	你得问我姐夫。
那让我看看你	好呀
那让我瞧瞧哈	不行……人家有点害羞啦
那让我验一下	凭什么？我也是有人身自由权的阿
能把你的电话号码告诉我吗	好啊，可以的，你来跟我说吧
能把你的妹妹介绍给我吗	(好～)，她很可爱，就是有点调皮
能把你的手机号码告诉我吗	挖，你这么急着想要啊
能把你电话告诉我吗	哦哦，为什么这么想知道啊
能帮帮我吗？	可以
能帮我个忙吗？	好呀，很乐意为你效劳啊
能帮我介绍个女朋友吗？	你喜欢什么类型的？
能帮我联系一个人吗？	先付介绍费！
能帮我吗~？	有心力不足
能帮我做点事情吗？	很乐意为您效劳:)
能抱抱你吗	有时候真想找个人抱我下
能不能帮个忙?	(好～)~
能不能帮我查个资料？	ok！没问题，我很乐意帮助你！
能不能逗我笑一笑	好啊。乖，给爷笑个。
能不能告诉我谁最爱我？	有没有搞错，你以为我是魔镜啊！我怎么会知道啊！
能不能教我写程序,	我不行
能不能送我100个q币？	没没没没没…有钱
能不说名言吗	我可以不说，你为什么不喜欢听啊？
能成为朋友吗	当然啊，我们现在不是朋友吗？
能发个彩信照片给我吗	嘿嘿，不要，很贵的
能发给我吗？	可以啊，等会儿
能告诉我你为什么来聊吧吗	一次在朋友的介绍下就进来了
能告诉我什么意思吗	什么意思啊，没意思啊，真是的
能告诉我天秤座的运势么？	你自己查吧。
能告诉我怎么练吗？	想知道吗？那要看你的诚意了
